file_name,transcript,label
0_0_d4.wav,"Good morning, Miss Wang. How beautiful you look today!",inform
0_0_d15.wav,There will be another sandstorm here tomorrow.,inform
0_0_d24.wav,That's all the general information of our company. I think you already have good knowledge about our company.,inform
0_0_d29.wav,"Look, Cindy. This is a photograph I took during my trip to Australia.",inform
0_0_d30.wav,It's Sunday today.,inform
0_0_d45.wav,"Hello, Jane. I'm really glad to meet you here.",inform
0_0_d47.wav,I heard you and James are engaged at last.,inform
0_0_d50.wav,"Hello, Jack here.",inform
0_0_d51.wav,I'm going to try sky diving this weekend.,inform
0_0_d56.wav,You look like in perfect condition.,inform
0_0_d58.wav,The weather in Beijing is just beautiful.,inform
0_0_d69.wav,Hello.,inform
0_0_d70.wav,You don’t look like enjoying this workout.,inform
0_0_d85.wav,It's very kind of you to show me around.,inform
0_0_d87.wav,"I'm afraid we can't increase salary this year, money is just too little.",inform
0_0_d104.wav,"Wow, this is amazing. I'm glad we've come here. So cool.",inform
0_0_d108.wav,This is nine one one.,inform
0_0_d112.wav,My wife and I didn't used to spend this much money.,inform
0_0_d123.wav,"Now, madam, here is the Hotel.",inform
0_0_d127.wav,I don't know what to do about the people who live in the flat above me!,inform
0_0_d132.wav,Umm I'm afraid I have lost my air ticket while I was shopping.,inform
0_0_d133.wav,I’ve got a new boss.,inform
0_0_d136.wav,I have been employed as a secretary at a trading company.,inform
0_0_d137.wav,You didn't show up to my performance last night! Some kind of friend you are!,inform
0_0_d145.wav,I've never been to a restaurant like this before.,inform
0_0_d146.wav,"Welcome to our company, My name is Jon Dahl Green. I'm in charge of the export department. Let me give you my business card.",inform
0_0_d176.wav,I plan to immigrate to Canada.,inform
0_0_d205.wav,Hello. I am Bili and I made an appointment with you to see the house.,inform
0_0_d207.wav,Wow! I can't believe I'm standing here!,inform
0_0_d208.wav,Umm excuse me. I’m a stranger here and lost my way.,inform
0_0_d221.wav,Bonjour!,inform
0_0_d231.wav,"Hi, Mary, I have decided to look for a job as a salesman.",inform
0_0_d244.wav,I'm going to the bank.,inform
0_0_d248.wav,I haven't danced for a long time.,inform
0_0_d256.wav,The portions here are man sized. We usually end up taking half of the meal home with us.,inform
0_0_d258.wav,There is a new coffee shop opening up down the street.,inform
0_0_d285.wav,"You know, Taylor's been in the hospital for a couple of days.",inform
0_0_d289.wav,Our dinner is ready.,inform
0_0_d292.wav,We have reservations for two at your restaurant tonight.,inform
0_0_d297.wav,I found out when Jim's birthday is. It's this Friday.,inform
0_0_d303.wav,I've been chosen to plan the next family reunion.,inform
0_0_d318.wav,I never watch foreign films. They're too boring.,inform
0_0_d320.wav,Northwest Airline.,inform
0_0_d352.wav,"Excuse me, I bought this sweater yesterday. But when I got home and tried it on, I found it’s too small.",inform
0_0_d365.wav,Good morning!,inform
0_0_d368.wav,"I really don't know how to break this to you, but it’s eating me alive!",inform
0_0_d370.wav,I've typed the report.,inform
0_0_d376.wav,I think it's time for me to meet my admirer and make him face the music.,inform
0_0_d377.wav,"Excuse me, ma'am, the toilet in my room doesn't flush.",inform
0_0_d385.wav,Hi! Fiona? I almost didn't recognize you. You are much thinner since I last saw you.,inform
0_0_d393.wav,I have just had my new paper published.,inform
0_0_d404.wav,This is my favourite restaurant.,inform
0_0_d406.wav,I was just about to go to bed when the telephone rang last night.,inform
0_0_d422.wav,"Umm excuse me, miss. I'm Bob.",inform
0_0_d423.wav,I learned of the railway accident only this morning.,inform
0_0_d432.wav,"Ah, ah, ah...",inform
0_0_d456.wav,"Hello, Zhang lin! Fancy meeting you here!",inform
0_0_d459.wav,"Good afternoon, Miss.",inform
0_0_d460.wav,"Wow, the ferris wheel over there is so big. I'd like to take a ride on it.",inform
0_0_d498.wav,"Mom, I've got something to tell you.",inform
0_0_d502.wav,I like your new skirt.,inform
0_0_d506.wav,There are things that are actually even smaller than atoms.,inform
0_0_d509.wav,Hello.,inform
0_0_d513.wav,I like football best of all.,inform
0_0_d533.wav,"Hello, Hanson. Today I come to say goodbye to you, for I'm going back to London tomorrow.",inform
0_0_d535.wav,The weather is really miserable. It has been raining hard all day long.,inform
0_0_d539.wav,That dress is too expensive.,inform
0_0_d543.wav,I'd like to help pitch in with dinner.,inform
0_0_d546.wav,This shirt is really nice.,inform
0_0_d547.wav,What a hot day!,inform
0_0_d549.wav,"Hello, Sophie.",inform
0_0_d561.wav,We are approaching the top of the mountain.,inform
0_0_d583.wav,"Hey, Shirley. The party has been wonderful. My wife and my children have enjoyed it very much, and me too.",inform
0_0_d618.wav,Here you are. You left the medicine here.,inform
0_0_d621.wav,"Yes, I think there is something wrong with my car.",inform
0_0_d624.wav,"I'm getting so paunchy that I'm afraid I have to buy a new belt tomorrow, and I think I must go on a diet.",inform
0_0_d632.wav,The weather in Beijing is just beautiful!,inform
0_0_d636.wav,"OK, Hello!",inform
0_0_d638.wav,"May, we are fools to hang out at noon. It's dying hot today. My skin is too weak to be exposed under the sun.",inform
0_0_d645.wav,"I am sorry, ma'am. I have broken the reading lamp in my room.",inform
0_0_d655.wav,I really should be on my way.,inform
0_0_d660.wav,I hate landing in the sand trap! Now I'm probably going to waste strokes getting it out.,inform
0_0_d665.wav,Mike's going to have a self-driving traveling across the country.,inform
0_0_d670.wav,You are quite busy every day.,inform
0_0_d680.wav,Umm. Nice and crunchy. And they leave a space uncovered for you to hold...,inform
0_0_d683.wav,"I'm busy year in and year out, but now I've done nothing.",inform
0_0_d688.wav,A friend told me I might find a room here.,inform
0_0_d693.wav,"Lucy, come here! I can see the lake which is in the center of park.",inform
0_0_d700.wav,"Good afternoon, Mrs. Brown. I've come to see Mr. Brown.",inform
0_0_d703.wav,"Mary, it was wrong of you to be so late. Mother’s very worried.",inform
0_0_d709.wav,I want to take Shield on a date but I don't have much money.,inform
0_0_d721.wav,I have never seen so many flavors of ice cream in one place!,inform
0_0_d726.wav,"Hello, Helen.",inform
0_0_d728.wav,Good evening. Welcome to our program.,inform
0_0_d733.wav,We are doing 'Secret Santa' at the office again this year.,inform
0_0_d734.wav,"Congratulations, Vivian. You won the grand prize, again.",inform
0_0_d738.wav,Hello.,inform
0_0_d740.wav,"Umm many people play sports in China, don't they?",inform
0_0_d744.wav,"Oh, Mary, come in, please. I'm so happy to see you.",inform
0_0_d756.wav,Look what you've done!,inform
0_0_d758.wav,"Ashley, what a great dinner party!",inform
0_0_d761.wav,Oh that’s a lovely necklace.,inform
0_0_d775.wav,Whoa! This is a massive flea market!,inform
0_0_d795.wav,I'm frustrated.,inform
0_0_d799.wav,Dear Anna. I really love you.,inform
0_0_d801.wav,It’s over.,inform
0_0_d803.wav,It seems to me that everything is going digital nowadays.,inform
0_0_d817.wav,I'm looking for a necklace for my girl friend as a birthday present.,inform
0_0_d820.wav,"What an attractive blouse, You look so pretty in this blue dress!",inform
0_0_d852.wav,Hello!,inform
0_0_d856.wav,There's a big problem with my room. I'm in five-o-seven.,inform
0_0_d866.wav,The principal just announced that Dr. Smith is going to take over as dean of our department.,inform
0_0_d880.wav,Guess what! I know something you don't know!,inform
0_0_d892.wav,"Mary, it's good to see you!",inform
0_0_d896.wav,"Whoa, look at all those ice cream choices!",inform
0_0_d897.wav,I feel like to wear my hair in this way.,inform
0_0_d898.wav,"Wei, you look really tired.",inform
0_0_d908.wav,I like NBA very much.,inform
0_0_d922.wav,Good afternoon.,inform
0_0_d926.wav,Something's wrong with my computer.,inform
0_0_d931.wav,What a great weekend that was!,inform
0_0_d944.wav,How nice these sunglasses are!,inform
0_0_d955.wav,"I am sorry to say this, umm but I seem to have lost the key to the safe.",inform
0_0_d957.wav,"Good morning, madam.",inform
0_0_d964.wav,They're here! Now that's speedy service! And they arrived within two days of each other!,inform
0_0_d981.wav,The Canada Day is on the first of July.,inform
0_0_d982.wav,"Hello, this is David.",inform
0_0_d991.wav,I'm not satisfied with it.,inform
0_0_d1003.wav,I’m a bit worried about you going shopping by yourself this afternoon.,inform
0_0_d1013.wav,"This is a very good meeting, Liz.",inform
0_0_d1015.wav,"Believe it or not, tea is the most popular beverage in the world after water.",inform
0_0_d1019.wav,I've been working hard for a whole year. Umm I really need a break.,inform
0_0_d1026.wav,John's father got married again.,inform
0_0_d1044.wav,For the one-hundredth anniversary of the opening of the library we are going to have a party.,inform
0_0_d1045.wav,I feel chilly and I've got a pain in my abdomen.,inform
0_0_d1046.wav,"Ladies and gentlemen, now we are in the National Forest Park.",inform
0_0_d1052.wav,"Oh, the ink is spilled on the desk.",inform
0_0_d1054.wav,This looks like a nice restaurant.,inform
0_0_d1065.wav,"Good morning, Loans.",inform
0_0_d1066.wav,Umm excuse me.,inform
0_0_d1089.wav,I’ve just found a mouse in the house!,inform
0_0_d1107.wav,"Every year, the South has the floods. It is an act of God.",inform
0_0_d1109.wav,Uh... That's Greek to me.,inform
0_0_d1125.wav,"There is too much traffic in Taipei these days, I think cars should be banned.",inform
0_0_d1140.wav,"Excuse me. I'm your new neighbor, Jack. Umm I just moved in.",inform
0_0_d1144.wav,"My word, you do look ill!",inform
0_0_d1169.wav,"Hi, I'm Benjamin. Nice to meet you here. You look great.",inform
